Item_Weight,Item_MRP,Outlet_Location_Type,Item_Outlet_Sales,cbr_Item_Visibility,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Item_Type_Drinks,Item_Type_Food,Item_Type_Others,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
17.6,173.7422,2,5863.0348,0.2003848838469967,1,0,0,1,0,0,0,0,0,1,0,0
13.384736495388669,127.9678,1,254.3356,0.4096677021967916,1,0,0,0,1,0,0,1,1,0,0,0
12.305705009276437,108.9254,3,2713.135,0.23633158049675074,1,0,0,1,0,0,1,0,0,0,0,1
10.65,54.0272,1,447.4176,0.28833554239641646,1,0,0,1,0,0,0,1,0,1,0,0
18.35,86.2882,3,1631.8758,0.45577890174042945,0,1,0,1,0,0,1,0,0,0,1,0
7.35,241.3512,2,5331.7264,0.24325575538273927,0,1,0,1,0,0,0,0,0,1,0,0
18.2,146.4734,1,3563.3616,0.36691460072460735,1,0,0,1,0,0,1,0,0,1,0,0
8.39,116.0176,1,1603.2464,0.28942133520294655,0,1,0,1,0,0,1,0,0,1,0,0
14.3,121.973,3,2709.806,0.4966025793520361,1,0,0,1,0,1,0,0,0,1,0,0
10.195,239.8538,2,4086.0146,0.26076182379178575,0,1,0,1,0,0,0,0,0,1,0,0
14.15,245.3828,3,1705.7796,0.3271588164500433,1,0,0,1,0,0,1,0,0,0,1,0
16.2,153.7972,2,1402.1748,0.26878157898257116,1,0,1,0,0,0,0,0,0,1,0,0
13.384736495388669,195.2478,3,2258.78430021978,0.4048542400838566,1,0,0,0,1,0,1,0,0,0,0,1
12.65,159.9578,3,962.7468,0.4721666601807115,1,0,1,0,0,0,0,0,1,0,0,0
11.847459893048129,37.319,3,1281.665,0.3383564101051799,1,0,1,0,0,0,1,0,0,0,0,1
10.895,107.228,3,426.112,0.35566792456731056,1,0,0,1,0,0,0,0,1,0,0,0
5.735,176.337,1,1764.37,0.3847628156230236,1,0,0,1,0,0,0,1,0,1,0,0
17.85,93.7436,2,1701.7848,0.5280689237006879,1,0,0,1,0,0,0,0,0,1,0,0
5.82,255.433,1,4357.661,0.4260189236085169,0,1,0,1,0,0,0,1,0,1,0,0
10.0,146.9102,2,3207.8244,0.44670126195499055,1,0,0,0,1,0,0,1,0,1,0,0
17.6,38.119,2,732.38,0.34586517015982277,0,1,0,1,0,0,0,1,0,1,0,0
11.400327868852461,173.308,3,2139.2216224299063,0.35313114297403503,1,0,1,0,0,0,1,0,0,0,0,1
10.1,77.567,3,306.268,0.30015495328448577,1,0,0,1,0,1,0,0,0,1,0,0
13.224769381746812,241.2512,3,2289.0095915584416,0.38435939343953696,0,1,0,1,0,0,1,0,0,0,0,1
17.6,97.241,1,193.082,0.33976298360151735,0,1,0,1,0,0,0,1,0,1,0,0
8.645,53.3982,2,1209.7586,0.27841761329145165,1,0,0,1,0,0,0,1,0,1,0,0
19.5,155.9314,1,3878.285,0.5042386344212877,1,0,0,1,0,0,0,1,0,1,0,0
7.68,190.8162,2,2693.8268,0.4146667339420607,1,0,0,1,0,0,0,0,0,1,0,0
15.7,43.277,2,649.155,0.31334530988877574,1,0,1,0,0,0,0,0,0,1,0,0
5.405,199.0742,2,4777.7808,0.37734536947196484,0,1,0,1,0,0,0,0,0,1,0,0
20.85,86.9514,2,1416.8224,0.39653395304478345,0,1,0,0,1,0,0,0,0,1,0,0
7.39,140.4812,2,2422.1804,0.4084915859552041,1,0,0,0,1,0,0,0,0,1,0,0
6.465,263.1884,3,2914.8724,0.0,1,0,0,1,0,0,1,0,0,0,1,0
18.25,197.6084,2,2380.9008,0.24830796051245047,1,0,0,1,0,0,0,0,0,1,0,0
13.42606890459364,222.3772,3,1556.6404,0.47406279767610093,0,1,0,1,0,0,1,0,0,0,0,1
12.277108208955223,230.001,1,689.103,0.39578841194627545,1,0,0,0,1,0,0,1,1,0,0,0
10.195,31.9558,3,373.5138,0.37233555734293355,1,0,0,1,0,1,0,0,0,1,0,0
15.1,91.583,2,539.298,0.4245199636560655,1,0,0,0,1,0,0,0,0,1,0,0
13.65,114.8834,3,1612.5676,0.2356819545143645,0,1,0,1,0,0,1,0,0,0,1,0
12.987879554655871,141.418,1,559.272,0.2805209858017774,1,0,0,1,0,0,0,1,1,0,0,0
12.867061281337046,181.466,1,179.766,0.4293484146200014,1,0,0,1,0,0,0,1,1,0,0,0
5.985,125.2678,2,763.0068,0.4584211530086463,1,0,0,1,0,0,0,0,0,1,0,0
9.5,189.9872,3,756.3488,0.5222304891218528,1,0,1,0,0,0,0,0,1,0,0,0
11.15,44.7744,2,181.0976,0.0,1,0,0,1,0,0,0,0,0,1,0,0
13.14231395348837,188.6214,3,6029.4848,0.3466707754485073,1,0,0,0,1,0,1,0,0,0,0,1
18.0,126.8994,1,3083.9856,0.26863616783658995,1,0,0,0,1,0,0,1,0,1,0,0
13.14231395348837,56.293,1,113.186,0.5132801042050276,1,0,0,0,1,0,0,1,1,0,0,0
16.2,73.4696,3,2087.9488,0.0,1,0,1,0,0,1,0,0,0,1,0,0
13.15,179.7976,1,2535.3664,0.3324070164176523,1,0,0,1,0,0,1,0,0,1,0,0
20.6,148.4392,3,1789.6704,0.35668878348114474,1,0,0,0,1,1,0,0,0,1,0,0
11.395,234.6616,1,4687.232,0.4113167481881127,0,1,0,1,0,0,0,1,0,1,0,0
6.78,229.5694,3,3425.541,0.4409493105595378,0,1,0,1,0,1,0,0,0,1,0,0
8.84,110.7228,1,1657.842,0.42484403596715087,0,1,0,1,0,0,1,0,0,1,0,0
16.7,184.0292,1,3101.2964,0.46731802348610535,1,0,0,1,0,0,0,1,0,1,0,0
13.3,63.2536,2,1347.5792,0.41574063513992476,0,1,0,1,0,0,0,0,0,1,0,0
12.6,102.399,2,2270.378,0.39802136826260004,0,1,0,1,0,0,0,0,0,1,0,0
7.6,172.3448,2,2556.672,0.5221800084298707,0,1,0,1,0,0,0,1,0,1,0,0
12.6,170.5764,3,3779.0808,0.3158464176502045,0,1,0,0,1,1,0,0,0,1,0,0
6.67,90.0514,1,1505.3738,0.49815384783395894,0,1,0,1,0,0,1,0,0,1,0,0
10.695,36.7848,2,782.9808,0.39948074288847657,1,0,0,0,1,0,0,1,0,1,0,0
13.42606890459364,241.1538,1,480.7076,0.35466423320891133,1,0,0,1,0,0,0,1,1,0,0,0
16.6,173.5738,2,1911.5118,0.4962443555669288,1,0,0,1,0,0,0,1,0,1,0,0
10.0,127.2994,1,642.497,0.3355010161193991,0,1,0,1,0,0,0,1,0,1,0,0
19.1,185.2608,2,1470.0864,0.452150547327396,1,0,0,0,1,0,0,0,0,1,0,0
17.6,161.792,3,159.792,0.5165239217638313,1,0,0,0,1,0,0,0,1,0,0,0
19.5,235.3958,1,6309.7866,0.42596973856909237,0,1,1,0,0,0,1,0,0,1,0,0
10.1,38.4848,1,633.8416,0.3576885392774273,0,1,0,1,0,0,1,0,0,1,0,0
8.6,112.6176,3,3091.9752,0.4490661010514136,1,0,0,0,1,0,1,0,0,0,1,0
19.7,109.1912,3,1637.868,0.3467832224362569,1,0,0,1,0,1,0,0,0,1,0,0
15.35,37.219,2,805.618,0.24157924405589865,1,0,0,1,0,0,0,0,0,1,0,0
5.26,162.6868,2,3767.0964,0.34762657294172483,0,1,0,0,1,0,0,0,0,1,0,0
9.8,175.337,2,529.311,0.4746479356097299,1,0,0,1,0,0,0,0,0,1,0,0
16.5,39.3506,2,645.1602,0.23308678084103787,1,0,0,0,1,0,0,0,0,1,0,0
10.5,40.1164,2,849.5608,0.3459049768572935,1,0,0,1,0,0,0,1,0,1,0,0
13.1,191.353,3,1328.271,0.22988548805003645,1,0,0,0,1,0,1,0,0,0,1,0
12.987879554655871,98.8358,3,2010.716,0.18105350310292528,0,1,0,1,0,0,1,0,0,0,0,1
9.3,196.5084,2,4364.9848,0.24128835511059488,0,1,0,1,0,0,0,0,0,1,0,0
14.3,79.6302,2,792.302,0.2976673991394314,1,0,0,1,0,0,0,0,0,1,0,0
13.224769381746812,55.7298,3,2804.3496,0.0,1,0,0,1,0,0,1,0,0,0,0,1
10.8,240.3564,2,4290.4152,0.3736677322910512,1,0,1,0,0,0,0,0,0,1,0,0
12.277108208955223,38.1848,1,37.2848,0.0,0,1,0,0,1,0,0,1,1,0,0,0
12.85,157.763,3,2659.871,0.5164987365908894,1,0,0,1,0,0,1,0,0,0,1,0
6.78,184.624,2,5406.296,0.4053621452142056,1,0,0,1,0,0,0,1,0,1,0,0
9.195,85.5566,2,930.1226,0.40000430828692984,0,1,0,1,0,0,0,1,0,1,0,0
7.905,229.2694,1,1826.9552,0.4001340800513279,1,0,1,0,0,0,0,1,0,1,0,0
17.6,115.4176,2,1145.176,0.366788432928254,1,0,0,1,0,0,0,0,0,1,0,0
15.7,112.0202,2,3150.5656,0.4865946308173967,0,1,0,1,0,0,0,0,0,1,0,0
12.867061281337046,83.7566,1,253.6698,0.0,0,1,0,1,0,0,0,1,1,0,0,0
19.2,112.7886,3,1779.0176,0.46414533726253715,1,0,0,1,0,1,0,0,0,1,0,0
7.405,92.7146,3,1185.7898,0.2484382804426784,1,0,0,1,0,0,1,0,0,0,1,0
19.5,233.9958,3,467.3916,0.5055001312629639,0,1,1,0,0,0,0,0,1,0,0,0
9.195,78.1644,2,1414.1592,0.3730328371352537,0,1,0,0,1,0,0,0,0,1,0,0
11.65,151.1024,2,1518.024,0.5088696251325153,1,0,0,0,1,0,0,0,0,1,0,0
21.1,146.1786,3,3034.0506,0.3071780100588058,1,0,0,0,1,1,0,0,0,1,0,0
8.695,93.2094,2,666.4658,0.4935323627274394,1,0,0,0,1,0,0,0,0,1,0,0
7.27,89.0488,3,181.0976,0.2748543581424131,0,1,0,1,0,1,0,0,0,1,0,0
8.85,105.6964,3,210.3928,0.2520189894987127,1,0,0,0,1,1,0,0,0,1,0,0
18.6,152.9366,2,1662.5026,0.25075352385864713,1,0,0,1,0,0,0,1,0,1,0,0
13.384736495388669,144.6102,3,3791.0652,0.2905822586236959,1,0,0,0,1,0,1,0,0,0,0,1
9.1,78.7618,1,402.809,0.20038988943722896,0,1,0,1,0,0,1,0,0,1,0,0
7.975,82.425,1,749.025,0.24470961569929278,1,0,0,0,1,0,1,0,0,1,0,0
10.0,121.444,2,2516.724,0.4194452445221871,1,0,0,0,1,0,0,0,0,1,0,0
6.865,214.0218,1,5556.7668,0.38446867055900186,1,0,0,1,0,0,0,1,0,1,0,0
16.7,65.5168,2,1022.6688,0.37941408551233835,0,1,0,1,0,0,0,1,0,1,0,0
7.285,174.9054,3,525.3162,0.3735892403785621,1,0,0,0,1,0,0,0,1,0,0,0
8.43,196.2768,2,1576.6144,0.2589348285411661,1,0,1,0,0,0,0,0,0,1,0,0
20.2,194.611,3,392.822,0.5813116056335558,0,1,0,0,1,0,0,0,1,0,0,0
8.75,187.6556,1,5257.1568,0.4212345121937435,0,1,0,1,0,0,1,0,0,1,0,0
13.224769381746812,111.1886,3,4447.544,0.5036962100656258,1,0,0,1,0,0,1,0,0,0,0,1
13.14231395348837,190.4214,3,5652.642,0.2898795932964012,1,0,0,0,1,0,1,0,0,0,0,1
9.695,177.5344,2,3033.3848,0.41297310395153874,1,0,1,0,0,0,0,1,0,1,0,0
7.75,35.2558,1,780.9834,0.43608562938130346,0,1,0,1,0,0,0,1,0,1,0,0
19.75,115.8466,3,2474.7786,0.34574581217140576,1,0,0,1,0,1,0,0,0,1,0,0
9.8,50.8008,3,101.2016,0.6174103351807363,0,1,0,0,1,0,0,0,1,0,0,0
11.8,152.4366,2,3929.5516,0.3865226304913805,0,1,0,1,0,0,0,0,0,1,0,0
9.8,36.8874,1,564.5984,0.35657551149210126,0,1,0,0,1,0,1,0,0,1,0,0
7.42,248.0092,3,1245.046,0.27312722001941325,1,0,0,1,0,1,0,0,0,1,0,0
20.75,151.8024,3,151.8024,0.3288670884616184,1,0,1,0,0,0,0,0,1,0,0,0
12.6,103.999,1,825.592,0.39747950740181126,0,1,0,1,0,0,1,0,0,1,0,0
19.75,179.566,3,2696.49,0.26254158313272025,0,1,0,1,0,0,1,0,0,0,1,0
10.895,122.973,3,1231.73,0.212633901305688,0,1,0,1,0,1,0,0,0,1,0,0
16.6,53.5614,3,939.4438,0.2986805273703484,1,0,0,1,0,0,1,0,0,0,1,0
6.765,105.3306,2,2090.612,0.44438062550780744,0,1,0,1,0,0,0,0,0,1,0,0
13.1,175.8054,2,2801.6864,0.3351843019431128,1,0,0,1,0,0,0,0,0,1,0,0
13.384736495388669,89.5514,3,3364.9532,0.3450772493823723,1,0,0,0,1,0,1,0,0,0,0,1
6.155,213.956,2,2343.616,0.45660273801561935,0,1,0,1,0,0,0,0,0,1,0,0
10.65,164.1526,1,1808.9786,0.3651489702790925,1,0,0,0,1,0,0,1,0,1,0,0
12.987879554655871,197.9084,1,992.042,0.489224391448985,1,0,0,1,0,0,0,1,1,0,0,0
20.25,241.8538,1,5768.4912,0.28414260014485193,0,1,0,0,1,0,0,1,0,1,0,0
20.5,106.0596,2,970.7364,0.49233543042642824,1,0,0,0,1,0,0,1,0,1,0,0
11.8,176.8344,3,3568.688,0.24144575251073827,0,1,0,1,0,1,0,0,0,1,0,0
15.0,120.0414,3,3533.4006,0.35917670400319246,1,0,0,1,0,1,0,0,0,1,0,0
13.15,180.7976,3,6157.3184,0.3321427417603616,1,0,0,1,0,1,0,0,0,1,0,0
15.5,198.9768,3,4729.8432,0.46597178508706616,0,1,0,1,0,0,1,0,0,0,1,0
13.224769381746812,260.6278,3,2289.0095915584416,0.3293878243587166,1,0,0,1,0,0,1,0,0,0,0,1
11.6,81.7276,2,1949.4624,0.4297637588217431,0,1,0,1,0,0,0,0,0,1,0,0
14.35,231.8984,1,4633.968,0.44988472602899165,0,1,0,1,0,0,1,0,0,1,0,0
13.15,182.695,2,4211.185,0.3526397253029663,1,0,0,1,0,0,0,0,0,1,0,0
10.895,121.673,2,1970.768,0.21267951244075528,0,1,0,1,0,0,0,1,0,1,0,0
10.1,199.5084,2,3372.9428,0.38015655599034115,1,0,0,0,1,0,0,0,0,1,0,0
18.7,50.8324,2,934.7832,0.24483022529311085,1,0,1,0,0,0,0,0,0,1,0,0
12.15,224.0404,1,3375.606,0.5256802791318609,1,0,0,0,1,0,1,0,0,1,0,0
10.195,138.6838,1,2388.2246,0.5273595238494865,0,1,0,1,0,0,0,1,0,1,0,0
8.575,193.3794,3,780.3176,0.41560555328387505,0,1,0,1,0,1,0,0,0,1,0,0
16.5,102.2332,3,102.5332,0.510988961456191,0,1,0,1,0,0,0,0,1,0,0,0
9.065,95.3094,3,1713.7692,0.48741887512666293,1,0,0,1,0,0,1,0,0,0,1,0
16.6,178.7344,1,1605.9096,0.3021300187199102,1,0,0,0,1,0,0,1,0,1,0,0
11.6,238.5222,3,717.0666,0.622356287744257,0,1,0,1,0,0,0,0,1,0,0,0
19.5,57.1614,3,1381.535,0.24290700207152358,1,0,0,0,1,0,1,0,0,0,1,0
16.6,106.2596,3,215.7192,0.3004932552198147,1,0,0,0,1,0,0,0,1,0,0,0
11.85,98.0726,1,1076.5986,0.5102892720082062,1,0,0,1,0,0,1,0,0,1,0,0
12.85,170.6422,3,2931.5174,0.32124392131704815,1,0,0,1,0,1,0,0,0,1,0,0
9.0,170.0474,1,4211.185,0.26933067408385314,1,0,0,0,1,0,1,0,0,1,0,0
5.655,165.85,2,1830.95,0.4401288603293402,1,0,0,1,0,0,0,1,0,1,0,0
8.93,55.1614,1,939.4438,0.23621007341099287,1,0,0,0,1,0,0,1,0,1,0,0
15.2,108.1912,2,1856.2504,0.32266231678466084,1,0,0,0,1,0,0,1,0,1,0,0
7.655,114.1492,3,115.8492,0.3767336851364817,1,0,0,1,0,0,0,0,1,0,0,0
12.305705009276437,209.027,3,4613.994,0.5024306368619682,1,0,0,1,0,0,1,0,0,0,0,1
15.5,143.547,1,1431.47,0.4696679320312891,1,0,0,1,0,0,1,0,0,1,0,0
18.7,122.1072,1,490.0288,0.4715309726042796,1,0,0,1,0,0,1,0,0,1,0,0
9.5,31.89,3,366.19,0.34775968787974687,1,0,1,0,0,0,1,0,0,0,1,0
13.65,34.4558,2,611.2044,0.34213651458762584,1,0,0,1,0,0,0,0,0,1,0,0
19.5,86.254,2,2163.85,0.31331377449463427,0,1,0,1,0,0,0,0,0,1,0,0
8.71,46.5376,3,575.2512,0.0,1,0,0,1,0,1,0,0,0,1,0,0
13.42606890459364,247.8092,1,498.0184,0.34032218594779473,0,1,0,1,0,0,0,1,1,0,0,0
19.6,46.3718,2,661.8052,0.2899006357957107,1,0,0,1,0,0,0,0,0,1,0,0
13.224769381746812,189.1872,3,5294.4416,0.5084483417165115,0,1,0,1,0,0,1,0,0,0,0,1
11.8,82.3618,2,1208.427,0.38869414436525007,1,0,0,0,1,0,0,1,0,1,0,0
6.715,40.3454,2,838.908,0.49633874655074106,0,1,0,0,1,0,0,0,0,1,0,0
19.1,39.6796,3,660.4736,0.4066379916476679,1,0,0,0,1,1,0,0,0,1,0,0
20.7,156.6288,1,3928.22,0.2779115620212353,1,0,0,0,1,0,1,0,0,1,0,0
10.195,113.986,3,452.744,0.4830046208337594,1,0,1,0,0,0,1,0,0,0,1,0
20.2,155.163,2,782.315,0.34047723351914866,0,1,0,1,0,0,0,0,0,1,0,0
10.8,151.9024,1,2580.6408,0.3938676816969067,1,0,1,0,0,0,0,1,0,1,0,0
19.75,100.8332,3,1537.998,0.24306025703425793,1,0,0,0,1,0,1,0,0,0,1,0
19.35,120.9098,1,1687.1372,0.2552863680196553,1,0,0,1,0,0,1,0,0,1,0,0
7.405,206.6296,3,3115.944,0.5427069393930309,1,0,0,1,0,0,1,0,0,0,1,0
15.25,128.8968,2,2348.9424,0.39431304837830583,1,0,0,0,1,0,0,0,0,1,0,0
13.384736495388669,263.591,1,262.991,0.38159746483012946,1,0,0,0,1,0,0,1,1,0,0,0
8.895,207.8954,2,3542.7218,0.2977503614777903,1,0,0,1,0,0,0,0,0,1,0,0
18.75,215.2218,1,4701.8796,0.3249344183253646,1,0,0,0,1,0,0,1,0,1,0,0
20.1,110.3228,1,1768.3648,0.4210164364881448,1,0,0,1,0,0,0,1,0,1,0,0
12.35,35.7216,2,519.324,0.34753012729843036,1,0,0,0,1,0,0,0,0,1,0,0
16.85,111.8544,3,1677.816,0.4309139170208795,0,1,0,1,0,0,1,0,0,0,1,0
18.25,166.3526,3,164.4526,0.4654608450065889,1,0,0,1,0,0,0,0,1,0,0,0
17.0,219.8114,1,1108.557,0.38148898942002596,1,0,0,1,0,0,1,0,0,1,0,0
12.987879554655871,133.2284,3,4350.3372,0.2302323738443977,0,1,0,1,0,0,1,0,0,0,0,1
14.3,76.7328,3,1312.9576,0.5078059972828846,1,0,0,0,1,0,1,0,0,0,1,0
17.6,35.019,1,659.142,0.3458869734510372,0,1,0,1,0,0,0,1,0,1,0,0
12.867061281337046,37.9506,3,910.8144,0.35795915703962067,0,1,0,1,0,0,1,0,0,0,0,1
20.25,218.3482,3,2409.5302,0.33163571416688054,1,0,0,1,0,0,1,0,0,0,1,0
18.0,145.1418,2,2648.5524,0.339791255950219,1,0,0,1,0,0,0,0,0,1,0,0
16.35,106.028,2,1065.28,0.23748258117863336,1,0,0,0,1,0,0,0,0,1,0,0
14.0,53.764,2,798.96,0.31563191197489343,0,1,0,1,0,0,0,0,0,1,0,0
5.78,145.2102,1,3062.0142,0.2441582441205195,1,0,1,0,0,0,0,1,0,1,0,0
21.0,191.8478,3,774.9912,0.4353759519062444,1,0,0,1,0,0,0,0,1,0,0,0
13.65,262.8936,1,4958.8784,0.432257557105724,0,1,0,1,0,0,1,0,0,1,0,0
12.3,173.1396,3,697.7584,0.5624910497341311,0,1,0,1,0,0,0,0,1,0,0,0
12.35,196.9426,2,2768.3964,0.32341820730995385,0,1,0,1,0,0,0,0,0,1,0,0
11.8,185.1924,2,2591.2936,0.48483859013977004,1,0,1,0,0,0,0,0,0,1,0,0
19.7,127.3362,2,755.0172,0.33833516291298454,1,0,1,0,0,0,0,1,0,1,0,0
10.1,50.9008,3,354.2056,0.31772929971127184,1,0,0,1,0,1,0,0,0,1,0,0
12.305705009276437,120.544,1,479.376,0.5813631255978327,1,0,0,1,0,0,0,1,1,0,0,0
17.85,94.1436,3,1607.2412,0.5269307567449139,1,0,0,1,0,1,0,0,0,1,0,0
20.7,74.6354,3,1053.2956,0.2995455006711475,1,0,0,0,1,1,0,0,0,1,0,0
8.89,99.7016,1,1922.8304,0.17624435540160938,1,0,0,1,0,0,0,1,0,1,0,0
14.5,153.4682,2,1677.1502,0.4001008183370224,1,0,0,1,0,0,0,1,0,1,0,0
9.0,100.8016,2,1113.2176,0.3181523306674514,1,0,0,0,1,0,0,0,0,1,0,0
13.35,77.5012,3,1518.024,0.2613824148075028,1,0,0,1,0,0,1,0,0,0,1,0
6.675,92.3462,1,2406.2012,0.3473858624859348,1,0,0,1,0,0,0,1,0,1,0,0
10.3,173.0422,3,2069.3064,0.2919170301267721,0,1,0,0,1,1,0,0,0,1,0,0
12.305705009276437,173.7422,3,3621.2862,0.3041632930715671,0,1,0,1,0,0,1,0,0,0,0,1
17.1,207.0638,3,4969.5312,0.4198295661467324,0,1,0,1,0,1,0,0,0,1,0,0
14.15,123.6046,3,1245.046,0.27500894736728854,1,0,0,1,0,0,1,0,0,0,1,0
10.8,236.5564,2,5243.8408,0.3741182102240673,1,0,1,0,0,0,0,0,0,1,0,0
8.5,51.3324,3,934.7832,0.46148771480729006,1,0,0,1,0,0,1,0,0,0,1,0
6.215,39.2848,3,521.9872,0.22982213722344863,1,0,0,1,0,1,0,0,0,1,0,0
17.5,253.0356,2,4578.0408,0.0,1,0,0,1,0,0,0,1,0,1,0,0
20.7,178.3028,2,1062.6168,0.35013233635136604,1,0,0,1,0,0,0,0,0,1,0,0
8.975,103.399,1,2579.975,0.20846074055652297,0,1,0,1,0,0,0,1,0,1,0,0
20.5,83.9592,3,165.1184,0.3179307135152355,0,1,0,1,0,0,0,0,1,0,0,0
13.65,46.1402,3,459.402,0.40391611212857864,1,0,0,1,0,0,1,0,0,0,1,0
13.1,167.5158,2,1504.0422,0.42308261440447276,1,0,0,1,0,0,0,0,0,1,0,0
4.615,232.23,2,5126.66,0.466946434682391,0,1,0,1,0,0,0,1,0,1,0,0
12.3,172.8396,1,2616.594,0.4737488788921843,0,1,0,1,0,0,0,1,0,1,0,0
13.853284671532847,37.519,3,842.237,0.4325561253413135,1,0,0,0,1,0,1,0,0,0,0,1
19.2,112.4886,2,1223.0746,0.46424489308273775,1,0,0,1,0,0,0,1,0,1,0,0
20.1,152.1366,1,755.683,0.3792324279826266,0,1,0,1,0,0,1,0,0,1,0,0
11.5,109.5254,3,1953.4572,0.33538005726401315,0,1,0,1,0,0,1,0,0,0,1,0
9.3,143.0786,3,288.9572,0.5301191259459284,1,0,0,1,0,0,0,0,1,0,0,0
15.2,176.5054,3,2976.7918,0.47056973160914195,0,1,0,1,0,0,1,0,0,0,1,0
12.65,191.3846,2,2675.1844,0.4239513876419797,0,1,0,1,0,0,0,0,0,1,0,0
11.1,84.1908,2,755.0172,0.21994210597837696,1,0,0,1,0,0,0,1,0,1,0,0
13.384736495388669,102.7332,1,410.1328,0.29255676595683744,1,0,0,0,1,0,0,1,1,0,0,0
12.987879554655871,192.6478,1,387.4956,0.44195873812046343,1,0,0,1,0,0,0,1,1,0,0,0
19.2,131.231,2,3635.268,0.34543747625096066,1,0,0,0,1,0,0,1,0,1,0,0
19.75,187.5872,2,1323.6104,0.231915570744808,1,0,0,1,0,0,0,0,0,1,0,0
6.135,112.686,2,2942.836,0.4293232766334675,1,0,1,0,0,0,0,0,0,1,0,0
12.5,199.1742,2,4379.6324,0.2745449620721517,1,0,0,1,0,0,0,1,0,1,0,0
7.235,193.9452,2,2936.178,0.4644144168414836,1,0,0,1,0,0,0,0,0,1,0,0
15.85,53.3956,2,600.5516,0.385529952145385,1,0,0,1,0,0,0,1,0,1,0,0
9.895,260.5278,2,2132.867743691589,0.36533476761503203,0,1,0,1,0,0,0,0,0,1,0,0
20.75,153.0024,2,2428.8384,0.0,1,0,1,0,0,0,0,1,0,1,0,0
10.8,239.9564,1,3813.7024,0.37360889032930544,1,0,1,0,0,0,1,0,0,1,0,0
8.76,128.3336,1,2556.672,0.36872345326463174,1,0,0,0,1,0,1,0,0,1,0,0
16.1,97.341,1,1255.033,0.29235460375547895,0,1,0,1,0,0,1,0,0,1,0,0
7.1,172.908,2,2769.728,0.47912875085828577,1,0,0,1,0,0,0,1,0,1,0,0
19.35,76.8644,2,1571.288,0.3677542738703333,0,1,0,1,0,0,0,0,0,1,0,0
16.7,189.2214,3,188.4214,0.48913454616553476,0,1,0,0,1,0,0,0,1,0,0,0
9.5,168.6448,3,1022.6688,0.3274861420237979,0,1,0,1,0,1,0,0,0,1,0,0
8.43,197.8768,3,3744.4592,0.2586882251962262,1,0,1,0,0,1,0,0,0,1,0,0
14.15,196.511,2,2749.754,0.20654840210155154,1,0,0,0,1,0,0,0,0,1,0,0
5.44,239.1538,3,480.7076,0.29466000857401436,1,0,0,1,0,0,1,0,0,0,1,0
7.35,242.6512,3,969.4048,0.24302408495263317,0,1,0,1,0,1,0,0,0,1,0,0
11.346936274509805,129.131,3,4933.578,0.3784903586358804,0,1,0,1,0,0,1,0,0,0,0,1
20.1,151.3366,3,2720.4588,0.37893092634997494,0,1,0,1,0,1,0,0,0,1,0,0
12.0,181.8976,1,4527.44,0.3238799662051157,1,0,0,1,0,0,0,1,0,1,0,0
21.25,185.5608,2,3123.9336,0.21542100308821138,1,0,0,1,0,0,0,1,0,1,0,0
8.3,98.0384,2,2857.6136,0.31145517382904214,0,1,0,0,1,0,0,0,0,1,0,0
10.1,76.067,2,1454.773,0.3008032842320984,1,0,0,1,0,0,0,0,0,1,0,0
14.15,123.5046,2,1992.0736,0.3365604073811771,1,0,0,1,0,0,0,0,0,1,0,0
9.0,78.3644,2,1728.4168,0.4299989796262067,1,0,0,1,0,0,0,0,0,1,0,0
12.15,163.6184,3,2311.6576,0.27940343650675403,1,0,0,1,0,0,1,0,0,0,1,0
13.42606890459364,192.9504,3,2232.5425970674487,0.43471315038477465,1,0,0,1,0,0,1,0,0,0,0,1
12.987879554655871,148.0734,1,593.8936,0.33023221794171065,1,0,0,1,0,0,0,1,1,0,0,0
20.0,45.5744,1,452.744,0.30426312485480894,0,1,0,1,0,0,1,0,0,1,0,0
6.71,65.8142,1,856.8846,0.3091982438409516,0,1,0,0,1,0,0,1,0,1,0,0
12.867061281337046,31.9558,3,984.7182,0.3409417231416233,1,0,0,1,0,0,1,0,0,0,0,1
7.365,228.372,2,2037.348,0.34979849625642234,1,0,0,1,0,0,0,0,0,1,0,0
7.935,50.035,3,149.805,0.2578420251585407,1,0,0,1,0,1,0,0,0,1,0,0
12.6,51.3982,2,473.3838,0.3834831438813569,1,0,0,1,0,0,0,0,0,1,0,0
17.6,42.7454,1,293.6178,0.38344838831588957,1,0,0,1,0,0,1,0,0,1,0,0
19.0,190.1872,1,5105.3544,0.5059747366661639,1,0,0,0,1,0,1,0,0,1,0,0
7.5,175.3028,2,3010.7476,0.33153214087014915,1,0,0,0,1,0,0,0,0,1,0,0
13.35,77.6012,1,986.7156,0.0,1,0,0,1,0,0,0,1,0,1,0,0
8.6,112.9176,1,458.0704,0.44845798290379474,1,0,0,0,1,0,0,1,0,1,0,0
12.987879554655871,196.011,1,589.233,0.6722058211309581,1,0,0,1,0,0,0,1,1,0,0,0
10.5,140.6154,3,283.6308,0.2826880487587988,0,1,0,1,0,0,0,0,1,0,0,0
